OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025DWK,2026-05-28T09:06:58.244256,14.75795938,.0169497,99.0630,203.1087,326.6829,32.3797,0,U,36258,999,93279,.21094E-3,.1748E-4,0
FENGYUN 1C DEB,1999-025DWL,2026-05-27T08:16:34.087008,14.60551515,.00040769,98.7936,286.5842,150.3168,239.5056,0,U,36259,999,74558,.25947043E-2,.12573E-3,0
FENGYUN 1C DEB,1999-025DWM,2026-05-28T23:13:59.079360,14.15493384,.0016997,98.6634,151.4323,129.0050,231.2640,0,U,36260,999,90174,.16595E-3,.282E-5,0
FENGYUN 1C DEB,1999-025DWN,2026-05-17T00:26:39.606144,13.45613631,.03559359,101.3589,54.7827,75.1061,288.9192,0,U,36261,999,86521,.39270933E-3,.289E-5,0
FENGYUN 1C DEB,1999-025DWP,2026-05-26T21:57:54.800640,14.28022448,.0060765,98.9428,36.5297,155.3713,205.0391,0,U,36262,999,91854,.19097E-3,.437E-5,0
FENGYUN 1C DEB,1999-025DWQ,2026-05-28T16:10:58.892736,14.47712636,.003637,98.9901,45.0034,121.4870,238.9883,0,U,36263,999,90399,.19079E-2,.7058E-4,0
FENGYUN 1C DEB,1999-025DWU,2026-05-28T19:04:10.161984,14.09790631,.0128312,98.5719,93.1186,94.4618,297.2802,0,U,36267,999,88883,.10925E-2,.2032E-4,0
FENGYUN 1C DEB,1999-025DWW,2026-05-22T07:40:27.773760,14.27719470,.0232509,99.1276,96.3070,176.3805,183.9125,0,U,36269,999,90007,.18388E-3,.55E-5,0
FENGYUN 1C DEB,1999-025DWZ,2026-05-26T11:16:13.862496,14.17553593,.01681414,99.1199,32.3084,160.7700,199.9923,0,U,36272,999,65950,.23557731E-3,.503E-5,0
FENGYUN 1C DEB,1999-025DXA,2026-05-20T03:09:00.686880,14.16757046,.00953744,99.5862,26.9369,266.9071,92.1184,0,U,36273,999,68476,.14609242E-3,.254E-5,0
FENGYUN 1C DEB,1999-025DXB,2026-05-18T11:37:32.453760,14.25447058,.00626937,99.1349,223.8799,142.8743,235.3453,0,U,36274,999,65217,.14367092E-2,.3416E-4,0
FENGYUN 1C DEB,1999-025DXF,2026-05-26T01:24:44.589024,14.17659539,.00606014,99.1300,73.7702,183.5005,176.5753,0,U,36278,999,95804,.23873815E-3,.448E-5,0
FENGYUN 1C DEB,1999-025DXG,2026-05-28T05:08:51.491904,14.14820740,.00607786,98.5811,124.6589,298.0383,61.4652,0,U,36279,999,91393,.11530593E-3,.184E-5,0
FENGYUN 1C DEB,1999-025DXH,2026-05-28T08:17:08.213280,14.10258715,.0060749,98.7473,177.9392,314.2691,62.9801,0,U,36280,999,88702,.76031E-3,.1328E-4,0
FENGYUN 1C DEB,1999-025DXJ,2026-05-25T00:46:34.193280,13.61272599,.02932416,99.2593,63.5861,51.7281,310.9857,0,U,36281,999,86738,.24403676E-2,.2435E-4,0
FENGYUN 1C DEB,1999-025DXL,2026-05-23T06:28:20.846208,15.16499734,.00516863,99.4266,150.8251,241.3091,118.2935,0,U,36283,999,69106,.10119798E-2,.20345E-3,0
FENGYUN 1C DEB,1999-025DXN,2026-05-19T19:05:01.550976,13.59631293,.02869351,98.4361,261.5853,124.9872,237.8571,0,U,36644,999,63715,.80715291E-3,.752E-5,0
FENGYUN 1C DEB,1999-025DXP,2026-05-24T07:40:00.053184,13.59158499,.02919458,98.5113,274.2827,336.6042,22.2038,0,U,36645,999,59755,.1033325E-2,.969E-5,0
FENGYUN 1C DEB,1999-025DXR,2026-05-18T11:52:40.299168,13.90219577,.02389854,96.1213,230.8229,201.8280,157.2570,0,U,36647,999,32589,.19177529E-2,.2967E-4,0
FENGYUN 1C DEB,1999-025DXW,2026-05-29T04:46:09.103872,14.24136932,.005111,98.9342,238.9872,229.0838,130.5908,0,U,36652,999,66707,.17144E-2,.3956E-4,0
FENGYUN 1C DEB,1999-025DYB,2026-05-28T05:53:34.241280,14.66842535,.0101722,99.4292,328.6324,281.2176,77.7604,0,U,36657,999,68696,.42776E-3,.251E-4,0
FENGYUN 1C DEB,1999-025DYD,2026-05-26T20:57:46.129248,13.87647435,.01348,99.8482,164.3352,0.8519,359.2842,0,U,36659,999,62715,.45161E-3,.525E-5,0
FENGYUN 1C DEB,1999-025DYJ,2026-05-28T06:49:34.930848,14.18035475,.0171856,98.5866,172.7176,340.0532,19.3980,0,U,36664,999,66111,.82795E-4,.152E-5,0
FENGYUN 1C DEB,1999-025DYN,2026-05-23T18:16:55.778016,14.15790127,.00534472,98.6047,153.6216,120.6868,239.9589,0,U,36668,999,59710,.40564067E-3,.766E-5,0
FENGYUN 1C DEB,1999-025DYY,2026-05-26T18:23:16.362240,14.38386266,.01496445,98.3104,128.7388,216.1801,142.9192,0,U,36678,999,67361,.15609299E-3,.494E-5,0
FENGYUN 1C DEB,1999-025DYZ,2026-05-26T19:22:41.790432,14.04938440,.00849901,98.8429,143.6978,352.7010,7.2915,0,U,36679,999,26866,.34099273E-3,.523E-5,0
FENGYUN 1C DEB,1999-025DZA,2026-05-28T22:14:17.978208,14.19025274,.0189642,98.5593,140.3292,125.9359,266.1349,0,U,36680,999,66668,.4341E-3,.1042E-4,0
FENGYUN 1C DEB,1999-025DZB,2026-05-28T22:47:16.146816,14.10642561,.0042884,98.7029,147.2278,233.3466,126.3760,0,U,36681,999,75115,.47024E-3,.804E-5,0
FENGYUN 1C DEB,1999-025DZC,2026-05-27T03:40:15.179808,13.70566636,.02310219,98.4766,36.6561,194.6711,164.7657,0,U,36682,999,63658,.11184873E-2,.1161E-4,0
FENGYUN 1C DEB,1999-025DZE,2026-05-28T19:56:51.479232,15.30664831,.0018995,99.4330,285.0258,269.5306,90.3752,0,U,36684,999,68425,.95651E-2,.295973E-2,0
FENGYUN 1C DEB,1999-025DZG,2026-05-26T07:59:35.009376,14.79605806,.00986399,98.9921,2.0651,256.6453,102.3743,0,U,36686,999,68284,.61856995E-3,.4964E-4,0
FENGYUN 1C DEB,1999-025DZH,2026-05-25T11:46:08.457024,14.04650237,.00916821,98.7028,230.2920,164.8045,195.5910,0,U,36687,999,65021,.18593446E-4,-.11E-6,0
FENGYUN 1C DEB,1999-025DZK,2026-05-26T21:27:55.541376,13.75168204,.0305694,98.4768,27.6474,210.9742,147.3066,0,U,36689,999,60482,.11588E-2,.1521E-4,0
FENGYUN 1C DEB,1999-025DZN,2026-05-29T00:09:18.361728,13.93696547,.0113239,99.9947,73.4684,290.9994,67.9079,0,U,36692,999,62135,.51011E-3,.655E-5,0
FENGYUN 1C DEB,1999-025DZR,2026-05-28T17:45:03.432384,14.44262288,.0254434,98.2392,129.8855,343.0976,16.1851,0,U,36695,999,91978,.3432E-3,.1697E-4,0
FENGYUN 1C DEB,1999-025DZS,2026-05-25T12:10:16.921056,14.41158354,.00227278,98.9823,167.6520,196.8110,163.2326,0,U,36696,999,66753,.13253054E-2,.4241E-4,0
FENGYUN 1C DEB,1999-025DZV,2026-05-28T19:17:30.176736,14.24518996,.009375,98.5675,144.1586,4.5136,355.6867,0,U,36699,999,75705,.27003E-3,.612E-5,0
FENGYUN 1C DEB,1999-025DZX,2026-05-28T06:38:47.336064,13.72210008,.0256457,102.7519,161.8498,233.4634,124.2641,0,U,36701,999,63422,.21409E-2,.2397E-4,0
FENGYUN 1C DEB,1999-025DZZ,2026-05-20T03:56:43.671840,14.23043317,.00996349,97.8155,294.9234,196.0826,163.7185,0,U,36703,999,60523,.15465397E-2,.3633E-4,0
FENGYUN 1C DEB,1999-025EAD,2026-05-28T22:09:19.658016,14.17834651,.0048109,98.7317,197.3721,4.3842,355.7745,0,U,36707,999,66448,.66563E-3,.1331E-4,0
FENGYUN 1C DEB,1999-025EAG,2026-05-26T10:20:13.707744,14.51544535,.00655797,98.3597,207.6788,40.4605,320.1440,0,U,36710,999,67341,.11443324E-2,.4663E-4,0
FENGYUN 1C DEB,1999-025EAH,2026-05-28T09:50:11.165280,14.45188487,.0096975,100.7913,217.0800,103.8780,257.3214,0,U,36711,999,66716,.32124E-2,.11877E-3,0
FENGYUN 1C DEB,1999-025EAN,2026-05-29T00:03:09.264384,13.88522194,.0149216,99.2324,71.3608,138.3682,222.8948,0,U,36716,999,65252,.21453E-3,.238E-5,0
FENGYUN 1C DEB,1999-025EAR,2026-05-23T16:04:39.801504,14.35788032,.00804467,98.5430,289.1306,350.3766,9.5874,0,U,36719,999,66674,.56319265E-3,.1646E-4,0
FENGYUN 1C DEB,1999-025EAW,2026-05-27T02:07:51.163104,14.26611582,.01037299,99.4560,196.9589,89.1888,302.7178,0,U,36724,999,59829,.19409609E-2,.4915E-4,0
FENGYUN 1C DEB,1999-025EBB,2026-05-22T05:37:17.781312,14.10475553,.00465479,98.7252,124.1803,159.5868,200.7177,0,U,36729,999,89514,.2039782E-3,.324E-5,0
FENGYUN 1C DEB,1999-025EBG,2026-05-28T02:41:28.545216,14.27061998,.00372562,99.0423,205.5476,104.5271,256.0046,0,U,36734,999,85106,.16012174E-2,.3884E-4,0
FENGYUN 1C DEB,1999-025EBJ,2026-05-27T00:24:05.469408,14.26683558,.00581844,98.7939,226.2001,22.0177,338.3483,0,U,36736,999,90971,.11605078E-2,.2813E-4,0
FENGYUN 1C DEB,1999-025EBR,2026-05-23T20:59:03.147072,14.30118502,.00455053,98.6380,195.9836,254.9210,104.6935,0,U,36743,999,63054,.74941939E-3,.1915E-4,0
FENGYUN 1C DEB,1999-025EBS,2026-05-27T03:46:09.084576,14.15790173,.00885914,99.1345,222.2080,136.6886,224.1295,0,U,36986,999,84084,.22679653E-2,.4585E-4,0
FENGYUN 1C DEB,1999-025EBT,2026-05-24T10:51:12.563136,13.46112209,.0321023,100.8092,43.0508,21.3559,340.0625,0,U,36987,999,63066,.65727428E-3,.487E-5,0
FENGYUN 1C DEB,1999-025EBW,2026-05-20T10:40:04.397376,13.57127183,.02889173,96.5875,41.8993,309.0665,48.5097,0,U,36990,999,85040,.23053604E-3,.19E-5,0
FENGYUN 1C DEB,1999-025ECA,2026-05-25T20:06:40.509504,13.90847899,.01148777,98.6666,101.9589,201.1811,158.4573,0,U,36994,999,83188,.46654862E-4,.21E-6,0
FENGYUN 1C DEB,1999-025ECB,2026-05-25T08:31:17.711040,14.04906255,.00388412,98.3214,15.7925,203.8527,156.0843,0,U,36995,999,65854,.22677634E-3,.328E-5,0
FENGYUN 1C DEB,1999-025ECC,2026-05-28T16:20:54.631104,14.12517801,.025168,98.2452,292.5782,226.9211,146.4078,0,U,36996,999,62048,.12747E-2,.3139E-4,0
FENGYUN 1C DEB,1999-025ECK,2026-05-26T07:42:10.403136,13.96520571,.00974447,98.8296,168.4758,69.0331,308.2145,0,U,37003,999,62954,.39364735E-3,.525E-5,0
FENGYUN 1C DEB,1999-025ECN,2026-05-24T23:40:57.945792,14.50066850,.02530386,99.2879,55.3165,122.7184,239.8677,0,U,37006,999,67479,.35094266E-3,.1989E-4,0
FENGYUN 1C DEB,1999-025ECQ,2026-05-27T06:50:53.370816,14.08366984,.0061967,99.1493,273.2347,154.8058,205.6156,0,U,37008,999,62644,.1372E-2,.2345E-4,0
FENGYUN 1C DEB,1999-025ECZ,2026-05-29T02:44:27.508992,14.42782887,.0273864,98.8054,103.9830,225.7560,132.0855,0,U,37017,999,63573,.56124E-3,.2884E-4,0
FENGYUN 1C DEB,1999-025EDA,2026-05-25T20:45:07.316064,14.45116290,.019594,98.5107,4.5425,144.0150,217.4419,0,U,37018,999,65897,.45098394E-2,.19986E-3,0
FENGYUN 1C DEB,1999-025EDD,2026-05-22T06:57:16.082208,14.33035932,.0176323,98.3748,158.8094,134.5859,294.4225,0,U,37021,999,72353,.43232E-3,.1363E-4,0
FENGYUN 1C DEB,1999-025EDL,2026-05-28T12:11:18.199392,14.24150420,.0033714,99.2459,69.6312,349.6314,10.4164,0,U,37028,999,62848,.18031E-2,.413E-4,0
FENGYUN 1C DEB,1999-025EDU,2026-05-24T17:03:44.898912,14.03761676,.01222609,98.7248,135.8504,318.5859,40.6090,0,U,37036,999,66034,.13945279E-3,.192E-5,0
FENGYUN 1C DEB,1999-025EEA,2026-05-17T04:56:39.351264,14.81437497,.00478305,98.6006,272.4462,256.6088,102.9788,0,U,37042,999,75095,.12803757E-2,.10171E-3,0
FENGYUN 1C DEB,1999-025EEC,2026-05-21T02:17:11.948352,13.72753109,.05020422,98.9630,242.4577,98.9694,266.8608,0,U,37044,999,86043,.1476471E-2,.3346E-4,0
FENGYUN 1C DEB,1999-025EEE,2026-05-16T06:10:27.952608,14.25371330,.00487594,98.5357,151.4233,214.1599,145.6441,0,U,37046,999,66382,.40023377E-3,.912E-5,0
FENGYUN 1C DEB,1999-025EEF,2026-05-15T08:57:28.899360,13.84302447,.02354912,99.1142,189.0136,161.9061,199.0655,0,U,37047,999,64208,.18977941E-2,.2587E-4,0
FENGYUN 1C DEB,1999-025EEG,2026-05-27T09:55:06.280032,13.65271181,.02553176,98.8697,359.9166,75.8041,45.3621,0,U,37048,999,64430,.32013594E-3,.288E-5,0
FENGYUN 1C DEB,1999-025EEM,2026-05-29T03:54:06.154272,14.55957147,.0040128,99.1504,275.8015,30.0382,93.4530,0,U,37053,999,67472,.15276E-2,.6738E-4,0
FENGYUN 1C DEB,1999-025EEN,2026-05-28T15:47:45.228768,14.19689634,.0099627,98.5667,130.6083,343.4888,16.3052,0,U,37054,999,66797,.3098E-3,.645E-5,0
FENGYUN 1C DEB,1999-025EEQ,2026-05-26T21:22:45.691104,14.51173185,.0266195,98.9630,185.3051,9.1745,351.4174,0,U,37056,999,67806,.30447E-3,.1849E-4,0
FENGYUN 1C DEB,1999-025EER,2026-05-28T07:18:02.866176,13.96359016,.0284574,98.9134,163.1972,40.5691,321.6305,0,U,37057,999,65922,.38379E-3,.702E-5,0
FENGYUN 1C DEB,1999-025EEU,2026-05-23T10:27:26.359200,14.00868285,.00788533,99.0694,204.8720,262.8294,96.3901,0,U,37060,999,64970,.24288308E-3,.328E-5,0
FENGYUN 1C DEB,1999-025EEV,2026-05-28T07:24:22.137120,13.15279098,.0794286,98.0555,179.7209,312.3680,41.2758,0,U,37061,999,10343,.61955E-3,.1179E-4,0
FENGYUN 1C DEB,1999-025EEY,2026-05-27T16:43:34.447008,14.18344021,.00992624,98.9065,305.1543,349.4739,10.4357,0,U,37064,999,83886,.24205623E-2,.5196E-4,0
FENGYUN 1C DEB,1999-025EEZ,2026-05-24T08:53:25.097568,13.59793230,.02870005,103.2832,21.4710,250.5854,106.4049,0,U,37065,999,24412,.13291852E-2,.1223E-4,0
FENGYUN 1C DEB,1999-025EFB,2026-05-28T14:00:31.815648,14.02818835,.0145388,99.5245,102.6634,17.8499,342.7697,0,U,37067,999,59746,.52585E-2,.8894E-4,0
FENGYUN 1C DEB,1999-025EFD,2026-05-28T23:15:03.462912,13.38736560,.0420396,95.8522,53.9388,165.0423,196.3609,0,U,37069,999,89945,.22645E-2,.2004E-4,0
FENGYUN 1C DEB,1999-025EFM,2026-05-28T04:51:33.459840,14.41623555,.00953289,99.0215,237.6688,195.5609,164.2643,0,U,37077,999,87353,.40769367E-3,.1349E-4,0
FENGYUN 1C DEB,1999-025EFP,2026-05-28T05:06:11.886048,14.66092038,.0009029,98.8636,300.4403,350.9263,9.1773,0,U,37079,999,67050,.35013E-2,.19232E-3,0
FENGYUN 1C DEB,1999-025EFR,2026-05-28T03:33:09.107712,14.19708251,.02560742,98.6844,301.9842,231.0066,126.8054,0,U,37081,999,60931,.74540814E-2,.21915E-3,0
FENGYUN 1C DEB,1999-025EFS,2026-05-28T07:46:58.173024,13.63860897,.040193,98.8376,336.0244,60.3216,303.7316,0,U,37400,999,82464,.35894E-3,.457E-5,0
FENGYUN 1C DEB,1999-025EFW,2026-05-28T12:02:49.171200,14.32289519,.0044578,98.4540,152.1075,31.3655,120.2831,0,U,37404,999,85127,.74081E-3,.1979E-4,0
FENGYUN 1C DEB,1999-025EFY,2026-05-26T20:11:33.156672,14.04789686,.01490616,98.4310,12.4582,158.1573,273.9044,0,U,37406,999,65550,.86142506E-3,.1487E-4,0
FENGYUN 1C DEB,1999-025EGH,2026-05-27T00:09:42.354144,13.52198863,.02856955,98.9823,244.4307,120.5379,242.4287,0,U,37415,999,64555,.2994725E-3,.219E-5,0
FENGYUN 1C DEB,1999-025EGK,2026-05-26T05:49:51.973824,14.07570955,.0079486,98.8080,139.8567,156.9609,203.5156,0,U,37417,999,70664,.1826714E-3,.275E-5,0
FENGYUN 1C DEB,1999-025EGL,2026-05-24T12:19:03.762336,11.95294466,.10737396,98.6015,347.3877,358.0478,1.6552,0,U,37418,999,51429,.31143545E-3,.104E-5,0
FENGYUN 1C DEB,1999-025EGN,2026-05-26T05:40:53.715648,13.99898826,.00742763,98.8687,136.1724,175.6597,184.5228,0,U,37420,999,62066,.207646E-3,.27E-5,0
FENGYUN 1C DEB,1999-025EGP,2026-05-27T01:58:53.359392,13.40694827,.04096473,98.9068,87.3322,30.3179,332.0979,0,U,37421,999,63161,.52012368E-3,.433E-5,0
FENGYUN 1C DEB,1999-025EGR,2026-05-28T22:16:34.936032,14.07968494,.0048826,98.7673,199.4954,51.0522,309.4984,0,U,37423,999,65962,.70404E-3,.1167E-4,0
FENGYUN 1C DEB,1999-025EGS,2026-05-28T13:20:43.257408,14.18742877,.021481,97.2093,250.9354,143.2477,218.3653,0,U,37424,999,70938,.12058E-2,.3119E-4,0
FENGYUN 1C DEB,1999-025EGV,2026-05-25T17:01:37.102944,15.00951536,.01755826,98.6399,310.4587,118.9997,242.8949,0,U,37427,999,62780,.43047345E-3,.7557E-4,0
FENGYUN 1C DEB,1999-025EGW,2026-05-22T07:44:33.229248,14.36479943,.005417,97.7098,353.2018,334.5790,25.2736,0,U,37428,999,65740,.11585E-2,.3419E-4,0
FENGYUN 1C DEB,1999-025EGX,2026-05-12T04:28:26.963616,14.09883096,.01023281,98.6538,121.5742,291.9683,67.0639,0,U,37429,999,65206,.27891221E-3,.472E-5,0
FENGYUN 1C DEB,1999-025EGY,2026-05-26T16:14:18.381696,14.30371644,.00156558,98.7532,226.7068,304.3675,55.6026,0,U,37430,999,64058,.13223352E-2,.3397E-4,0
FENGYUN 1C DEB,1999-025EHA,2026-05-23T18:19:21.740448,14.54653421,.01809707,98.1757,158.5061,146.2840,215.0025,0,U,37432,999,10731,.37730021E-3,.1956E-4,0
FENGYUN 1C DEB,1999-025EHD,2026-05-26T08:39:50.965920,14.23103784,.00387532,98.6287,184.5156,254.3438,105.3462,0,U,37435,999,91280,.83073736E-3,.1846E-4,0
FENGYUN 1C DEB,1999-025EHE,2026-05-27T09:24:06.379200,14.06639952,.00592207,98.9105,204.5832,46.3936,314.2125,0,U,37436,999,66327,.38715603E-3,.609E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-05-22T05:15:12.155616,14.19230619,.01105773,98.5967,134.2511,305.6737,116.2200,0,U,37437,999,66267,.27002055E-3,.558E-5,0
FENGYUN 1C DEB,1999-025EHG,2026-05-22T08:50:18.675744,14.15911232,.0030497,98.7189,183.0989,122.6471,237.7652,0,U,37438,999,62408,.39755E-3,.743E-5,0
FENGYUN 1C DEB,1999-025EHK,2026-05-25T18:25:32.156256,13.14556977,.0508722,99.1417,335.8553,23.8042,338.5735,0,U,37441,999,84327,.7749672E-3,.519E-5,0
FENGYUN 1C DEB,1999-025EHN,2026-05-23T12:07:30.895680,14.49416426,.02403949,99.0752,241.2901,225.0678,133.0791,0,U,37444,999,67493,.46840335E-3,.2527E-4,0
FENGYUN 1C DEB,1999-025EHS,2026-05-24T11:17:46.658688,13.87915817,.03017952,99.3059,213.8202,341.9102,17.1498,0,U,37448,999,64632,.61826114E-3,.101E-4,0
FENGYUN 1C DEB,1999-025EHX,2026-05-19T12:34:00.927840,13.68287439,.03580646,97.6353,48.4853,171.8173,188.9037,0,U,37453,999,91782,.15699176E-2,.2067E-4,0
FENGYUN 1C DEB,1999-025EJE,2026-05-28T22:41:15.560736,14.50492704,.0054805,98.3863,328.8093,139.3526,221.1779,0,U,37460,999,84911,.2478E-2,.9851E-4,0
FENGYUN 1C DEB,1999-025EJF,2026-05-22T21:19:39.823104,12.79601017,.06628981,99.8655,16.9606,333.9237,22.9821,0,U,37461,999,54095,.12216267E-2,.661E-5,0
FENGYUN 1C DEB,1999-025EJJ,2026-05-28T03:11:43.909440,13.48185601,.04536596,102.7094,122.3929,112.3383,252.6465,0,U,37464,999,63163,.24892478E-2,.284E-4,0
FENGYUN 1C DEB,1999-025EJU,2026-05-24T22:04:32.752992,14.78410830,.0124901,99.1519,17.0145,347.4811,12.3301,0,U,37474,999,64784,.99798E-3,.8221E-4,0
FENGYUN 1C DEB,1999-025EJX,2026-05-28T10:56:58.837056,14.20174995,.0036595,98.6044,153.5551,347.2752,12.7497,0,U,37477,999,84280,.7137E-3,.149E-4,0
FENGYUN 1C DEB,1999-025EJY,2026-05-24T03:38:52.117440,13.03520907,.05424478,99.6577,115.0255,305.5682,49.6005,0,U,37478,999,58677,.13084706E-2,.794E-5,0
FENGYUN 1C DEB,1999-025EKG,2026-05-12T09:07:25.283136,14.14388846,.0080828,98.1317,171.2637,341.2045,33.4120,0,U,37588,999,60382,.75093E-3,.1444E-4,0
FENGYUN 1C DEB,1999-025EKH,2026-05-27T23:00:12.769632,14.09808763,.01143788,99.0755,56.7336,155.6016,205.0628,0,U,37589,999,84925,.24119556E-2,.4463E-4,0
FENGYUN 1C DEB,1999-025EKK,2026-05-28T15:25:58.751904,14.59557590,.0062903,98.4080,101.3719,196.9850,340.1790,0,U,37591,999,68894,.41145E-2,.20104E-3,0
FENGYUN 1C DEB,1999-025EKM,2026-05-22T12:26:24.253728,14.37841548,.0148138,99.0091,32.4141,5.0924,115.4723,0,U,37593,999,88430,.70255E-3,.2352E-4,0
FENGYUN 1C DEB,1999-025EKN,2026-05-27T12:38:07.427904,14.11278621,.00864264,98.7136,177.2113,158.4813,202.0027,0,U,37594,999,80100,.23510452E-3,.398E-5,0
FENGYUN 1C DEB,1999-025EKP,2026-05-25T02:53:28.136256,14.81023333,.00187426,99.0462,18.9248,209.0956,306.9435,0,U,37595,999,65016,.27302223E-2,.21221E-3,0
FENGYUN 1C DEB,1999-025EKU,2026-05-28T04:02:50.941824,13.84802629,.03483692,98.9319,302.0192,319.6076,37.9678,0,U,37600,999,90789,.19747348E-2,.3527E-4,0
FENGYUN 1C DEB,1999-025EKY,2026-05-23T22:31:06.769920,13.32672608,.05839834,97.9946,33.8777,71.6220,310.5704,0,U,37683,999,31400,.12945509E-2,.1628E-4,0
FENGYUN 1C DEB,1999-025ELB,2026-05-28T06:38:04.822944,13.35507019,.0395099,99.0157,152.6885,349.2405,26.6742,0,U,37686,999,62850,.49474E-3,.354E-5,0
FENGYUN 1C DEB,1999-025ELC,2026-05-24T08:13:54.169248,13.87006001,.03272527,98.1858,164.6564,269.4956,103.4666,0,U,37687,999,85507,.2067709E-2,.3657E-4,0
FENGYUN 1C DEB,1999-025ELE,2026-05-27T08:51:10.482048,14.51548652,.00217892,98.9098,202.8954,104.8118,255.5491,0,U,37689,999,60213,.25462522E-2,.10183E-3,0
FENGYUN 1C DEB,1999-025ELG,2026-05-24T11:21:31.476672,14.64163897,.0259639,98.3647,55.1814,4.1478,356.1792,0,U,37691,999,88010,.24460223E-2,.21115E-3,0
FENGYUN 1C DEB,1999-025ELJ,2026-05-28T11:33:58.914432,14.08848260,.0070583,98.6977,147.4034,324.7302,187.2301,0,U,37693,999,64496,.61711E-3,.1048E-4,0
FENGYUN 1C DEB,1999-025ELK,2026-05-28T10:00:43.282368,14.17966333,.0143246,98.1849,208.1114,327.8952,95.3125,0,U,37694,999,54065,.12146E-2,.2711E-4,0
FENGYUN 1C DEB,1999-025ELL,2026-05-16T20:35:48.353856,13.65563389,.04606742,98.1884,161.8411,205.3875,335.1262,0,U,37695,999,91368,.59307507E-3,.969E-5,0
FENGYUN 1C DEB,1999-025ELS,2026-04-30T14:53:36.055680,14.00528334,.02519317,97.6531,254.2396,166.7353,260.6388,0,U,37701,999,78006,.44569688E-2,.8694E-4,0
FENGYUN 1C DEB,1999-025ELV,2026-05-27T11:04:20.107776,13.70937568,.02415823,98.3281,323.6650,93.8188,297.4669,0,U,37704,999,64635,.11900813E-2,.1272E-4,0
FENGYUN 1C DEB,1999-025ELY,2026-05-26T08:35:44.255040,14.57379080,.01402532,100.2083,192.3379,265.8204,156.4423,0,U,37707,999,87963,.24706986E-3,.1203E-4,0
FENGYUN 1C DEB,1999-025EMD,2026-05-28T04:16:46.681248,14.36932090,.00783053,98.8409,296.4122,221.1429,315.2624,0,U,37712,999,66350,.42475128E-3,.1255E-4,0
FENGYUN 1C DEB,1999-025EMF,2026-05-25T07:01:46.946208,14.33985947,.00448687,98.8990,266.3866,322.9650,36.8439,0,U,37714,999,59852,.14326403E-2,.3999E-4,0
FENGYUN 1C DEB,1999-025EMG,2026-05-28T07:22:53.005152,13.95669276,.0114061,98.9532,156.4079,15.5033,1.0762,0,U,37715,999,60127,.60232E-3,.823E-5,0
FENGYUN 1C DEB,1999-025EMJ,2026-05-29T04:14:22.052832,15.06880199,.0040556,98.7454,130.5656,276.6751,143.7815,0,U,37717,999,91909,.29584E-2,.45161E-3,0
FENGYUN 1C DEB,1999-025EML,2026-05-19T09:56:26.596608,14.57762966,.00459191,99.4814,192.2260,148.4033,222.8477,0,U,37719,999,2535,.56418684E-3,.2556E-4,0
FENGYUN 1C DEB,1999-025EMZ,2026-05-26T02:51:57.741120,14.04489504,.021171,102.2998,284.9781,189.6487,170.0571,0,U,37900,999,62121,.23472021E-2,.4506E-4,0
FENGYUN 1C DEB,1999-025ENB,2026-05-28T12:27:51.674112,13.53302839,.0316102,98.6789,353.5611,236.3719,120.6891,0,U,37902,999,65232,.22515E-2,.2033E-4,0
FENGYUN 1C DEB,1999-025ENF,2026-05-24T21:29:45.790368,13.81001707,.01612297,99.5782,193.2383,319.7739,223.3203,0,U,37906,999,61707,.24703582E-3,.24E-5,0
FENGYUN 1C DEB,1999-025ENG,2026-05-19T14:28:48.967392,14.25236320,.0060418,99.0862,262.8795,94.2588,266.5498,0,U,37907,999,85520,.11973978E-2,.2824E-4,0
FENGYUN 1C DEB,1999-025ENH,2026-05-28T09:14:40.924896,14.37091495,.0074001,99.1305,195.5457,31.9871,328.5774,0,U,37908,999,66454,.46073E-3,.1362E-4,0
FENGYUN 1C DEB,1999-025ENP,2026-05-21T05:25:21.466560,14.16773188,.00657061,99.2121,144.6199,263.1288,96.2406,0,U,37914,999,64446,.60726544E-3,.1193E-4,0
FENGYUN 1C DEB,1999-025ENT,2026-05-28T20:05:08.077056,14.35025208,.0055612,99.0480,110.9891,153.1295,207.2788,0,U,37918,999,5938,.54023E-3,.1519E-4,0
FENGYUN 1C DEB,1999-025ENU,2026-05-28T14:06:35.229600,14.27162736,.0047218,99.0754,97.5554,254.4826,105.1137,0,U,37919,999,67288,.37581E-3,.88E-5,0
FENGYUN 1C DEB,1999-025ENW,2026-05-24T20:51:58.247424,13.95248675,.0083469,98.9960,187.2147,12.4389,347.8807,0,U,37921,999,65422,.27754E-4,-.5E-7,0
FENGYUN 1C DEB,1999-025EPA,2026-05-23T22:58:39.594144,14.84121427,.00509782,99.0712,39.8647,189.5840,170.4402,0,U,37925,999,68086,.75013719E-3,.6342E-4,0
