OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036BVR,2026-05-17T01:14:08.641824,13.24963438,.05353649,73.5373,258.8811,125.0933,240.1576,0,U,40236,999,55681,.90139628E-3,.826E-5,0
COSMOS 2251 DEB,1993-036BVS,2026-05-28T10:49:10.079040,15.41058860,.0016733,74.0106,58.1584,182.2441,296.6109,0,U,40237,999,62037,.63308E-2,.272273E-2,0
COSMOS 2251 DEB,1993-036BVT,2026-05-27T09:04:50.981376,13.25660047,.05460742,73.9887,169.1096,109.5577,256.5307,0,U,40238,999,56231,.14161043E-2,.1373E-4,0
COSMOS 2251 DEB,1993-036BVU,2026-05-28T05:27:52.123968,14.62600951,.00849124,74.0283,316.8013,26.8404,152.3589,0,U,40239,999,62044,.28237821E-3,.1478E-4,0
COSMOS 2251 DEB,1993-036BVV,2026-05-28T13:38:24.658080,14.69531215,.0017654,74.0437,84.8482,151.0147,25.3305,0,U,40792,999,65633,.10834E-2,.6418E-4,0
COSMOS 2251 DEB,1993-036BVW,2026-05-28T12:01:09.643584,14.06222715,.0214489,73.9778,232.3675,352.1711,7.6092,0,U,40793,999,70589,.43372E-3,.854E-5,0
COSMOS 2251 DEB,1993-036BVX,2026-05-28T16:10:58.275840,15.06889205,.0015171,73.9674,143.3610,249.1436,234.7098,0,U,40794,999,64428,.36401E-2,.54881E-3,0
COSMOS 2251 DEB,1993-036BVZ,2026-05-27T19:45:35.970336,14.83879851,.0055208,74.0100,173.0203,267.7798,270.0274,0,U,40796,999,78620,.59767E-3,.5063E-4,0
COSMOS 2251 DEB,1993-036BWA,2026-05-23T15:20:08.583072,15.16534668,.006269,73.9326,116.7907,345.8036,14.1394,0,U,40797,999,67094,.64872E-3,.13283E-3,0
COSMOS 2251 DEB,1993-036BWC,2026-05-26T05:10:27.388128,14.98461562,.01152426,73.9236,122.9706,325.6241,33.7523,0,U,40799,999,52439,.42837338E-3,.5834E-4,0
COSMOS 2251 DEB,1993-036BWF,2026-05-26T08:54:56.135520,14.79162388,.00618501,74.0371,189.5490,246.0843,113.3847,0,U,40802,999,66842,.37241953E-3,.2816E-4,0
COSMOS 2251 DEB,1993-036BWG,2026-05-28T13:48:03.670272,14.52225382,.0033966,74.0129,97.1463,271.2810,88.4461,0,U,40803,999,61174,.28808E-3,.1149E-4,0
COSMOS 2251 DEB,1993-036BWM,2026-05-28T12:32:45.445344,14.70341861,.0008247,74.0402,182.6722,194.4139,316.0717,0,U,40808,999,66068,.1189E-2,.7166E-4,0
COSMOS 2251 DEB,1993-036BWP,2026-05-28T07:48:10.506240,14.59770374,.0019584,74.0328,117.1925,224.0287,135.9320,0,U,40810,999,64113,.60948E-3,.2889E-4,0
COSMOS 2251 DEB,1993-036BWT,2026-05-28T06:19:20.936064,14.51805410,.004077,74.0443,124.8761,204.2539,155.6704,0,U,46271,999,87058,.23915E-3,.944E-5,0
COSMOS 2251 DEB,1993-036BWU,2026-05-23T10:43:57.865728,14.53826675,.0091905,73.9134,49.0118,292.2603,66.8831,0,U,46430,999,82031,.87499687E-3,.3856E-4,0
COSMOS 2251 DEB,1993-036BWW,2026-05-28T11:01:59.471040,13.36869393,.047424,73.8707,208.5385,297.6981,75.1403,0,U,46432,999,69194,.70536E-3,.674E-5,0
COSMOS 2251 DEB,1993-036BWZ,2026-05-23T10:22:30.429696,14.38984928,.00301626,74.0583,211.3141,311.1280,65.0271,0,U,47045,999,10131,.38239312E-4,.92E-6,0
COSMOS 2251 DEB,1993-036BXC,2026-05-23T09:40:59.894400,14.53964680,.01329976,73.9779,12.8210,161.3329,17.5708,0,U,47048,999,62038,.80367728E-3,.3778E-4,0
COSMOS 2251 DEB,1993-036BXF,2026-05-28T14:40:43.650048,13.67697329,.0341839,74.0989,270.7136,345.6833,23.8751,0,U,47051,999,62219,.59876E-3,.737E-5,0
COSMOS 2251 DEB,1993-036BXG,2026-05-28T10:40:33.820032,14.35757846,.0058559,74.0499,34.6945,69.0295,110.4599,0,U,47052,999,64181,.25436E-3,.724E-5,0
COSMOS 2251 DEB,1993-036BXH,2026-05-25T19:44:06.076320,13.60083897,.03812101,74.0577,348.3475,125.5095,257.0159,0,U,47053,999,31119,.10897095E-2,.1298E-4,0
COSMOS 2251 DEB,1993-036BXP,2026-05-28T12:23:55.719168,15.45185189,.0016052,73.9677,240.9274,349.0621,11.0237,0,U,47059,999,10850,.46733E-2,.229465E-2,0
COSMOS 2251 DEB,1993-036BXR,2026-05-27T03:18:23.430816,15.66943701,.00184266,73.9680,197.7310,321.7015,38.2897,0,U,47061,999,66912,.47515238E-2,.542049E-2,0
COSMOS 2251 DEB,1993-036BXS,2026-05-26T08:15:01.613088,13.72361061,.03254319,74.0786,166.6017,254.3493,118.5478,0,U,47062,999,57860,.82360841E-3,.1074E-4,0
COSMOS 2251 DEB,1993-036BXY,2026-05-27T12:46:09.203808,14.54420217,.00181428,74.0234,249.9686,301.0702,58.8680,0,U,47068,999,64166,.67916699E-3,.2867E-4,0
COSMOS 2251 DEB,1993-036BXZ,2026-05-23T06:58:41.596608,14.87234245,.00010446,74.0100,151.9658,136.3058,223.8204,0,U,47069,999,74894,.13495654E-2,.12144E-3,0
COSMOS 2251 DEB,1993-036BYD,2026-05-24T02:07:50.279232,14.05052919,.01602149,74.0831,279.3072,278.4111,79.8892,0,U,47073,999,62641,.22113496E-3,.374E-5,0
COSMOS 2251 DEB,1993-036BYE,2026-05-11T23:58:49.616832,14.37356054,.01392898,74.0955,33.4846,24.8688,351.8639,0,U,47074,999,4840,.68280935E-3,.2253E-4,0
COSMOS 2251 DEB,1993-036BYJ,2026-05-28T00:34:00.329088,15.07375157,.00194456,74.0219,260.8454,325.5161,152.8175,0,U,47116,999,62009,.20751E-2,.31631E-3,0
COSMOS 2251 DEB,1993-036BYP,2026-05-28T15:33:42.395904,14.42758198,.0020445,74.0355,351.8598,37.7089,322.5496,0,U,53093,999,20132,.68049E-3,.2247E-4,0
FENGYUN 1C,1999-025A,2026-05-29T03:53:12.283008,14.26961477,.0009384,98.8638,222.4349,312.3130,47.7254,0,U,25730,999,39524,.11484E-2,.2748E-4,0
FENGYUN 1C DEB,1999-025X,2026-05-29T01:08:54.692736,12.96783255,.0568294,99.2072,184.6292,175.3664,216.8617,0,U,29733,999,91288,.17253E-2,.1011E-4,0
FENGYUN 1C DEB,1999-025Y,2026-05-29T05:17:17.249856,12.91881202,.0614966,99.1710,56.7877,348.0045,164.1174,0,U,29734,999,90710,.3544E-2,.2193E-4,0
FENGYUN 1C DEB,1999-025Z,2026-05-29T03:12:18.153216,12.75628657,.0697385,99.3887,41.2539,163.8055,198.6609,0,U,29735,999,89549,.26779E-2,.1546E-4,0
FENGYUN 1C DEB,1999-025AA,2026-05-29T00:49:10.977312,12.57730874,.0726193,99.4257,301.5559,199.2131,295.6737,0,U,29736,999,88647,.19647E-2,.87E-5,0
FENGYUN 1C DEB,1999-025AB,2026-05-28T07:28:33.840192,12.66122721,.0696411,99.5817,81.0389,137.5071,21.8142,0,U,29737,999,88976,.37669E-2,.1824E-4,0
FENGYUN 1C DEB,1999-025AC,2026-05-28T20:13:25.436928,12.62065412,.0849806,99.4125,290.5849,291.0769,60.1542,0,U,29738,999,88324,.50474E-2,.3692E-4,0
FENGYUN 1C DEB,1999-025AE,2026-05-28T23:43:00.001344,12.08603394,.0975562,99.0486,317.9436,224.4788,127.3832,0,U,29740,999,84955,.2935E-2,.111E-4,0
FENGYUN 1C DEB,1999-025AF,2026-05-29T01:13:13.972224,12.01536565,.1027086,99.1800,340.9635,95.3576,47.8321,0,U,29741,999,54192,.2858E-2,.1123E-4,0
FENGYUN 1C DEB,1999-025AN,2026-05-28T15:37:58.478592,11.92777446,.0815562,99.9127,41.5319,59.1252,308.7436,0,U,29748,999,80720,.11287E+0,.21455E-3,0
FENGYUN 1C DEB,1999-025AQ,2026-05-29T01:15:37.017792,14.09795502,.0036001,98.7337,178.4302,185.3379,202.5904,0,U,29750,999,99431,.19284E-3,.298E-5,0
FENGYUN 1C DEB,1999-025AR,2026-05-29T01:42:10.306368,14.23765417,.0089177,98.5214,176.9855,12.9737,10.5423,0,U,29751,999,453,.16592E-3,.353E-5,0
FENGYUN 1C DEB,1999-025AU,2026-05-29T03:16:18.155136,14.19755216,.003708,98.8887,257.3801,121.5823,359.3798,0,U,29754,999,99729,.87494E-3,.182E-4,0
FENGYUN 1C DEB,1999-025AY,2026-05-29T00:45:18.770400,14.43650467,.0022709,98.8617,276.1192,172.6142,240.9432,0,U,29758,999,84,.28646E-2,.9717E-4,0
FENGYUN 1C DEB,1999-025BA,2026-05-28T22:26:16.518624,14.08411219,.0131688,98.7640,151.4079,62.3460,299.1005,0,U,29760,999,99446,.27148E-3,.462E-5,0
FENGYUN 1C DEB,1999-025BC,2026-05-28T21:12:54.206208,14.22839511,.0203018,98.5964,132.6476,209.2670,212.5817,0,U,29762,999,320,.15674E-3,.388E-5,0
FENGYUN 1C DEB,1999-025BD,2026-05-29T04:04:35.279328,14.08015764,.0128514,98.7798,128.8918,68.9773,351.4134,0,U,29763,999,99406,.30683E-3,.521E-5,0
FENGYUN 1C DEB,1999-025BF,2026-05-29T00:29:13.359264,14.02189810,.0058461,98.8162,166.8863,347.8135,39.7985,0,U,29765,999,99095,-.40332E-4,-.105E-5,0
FENGYUN 1C DEB,1999-025BG,2026-05-28T20:33:09.784800,13.97642979,.014449,98.6975,94.5518,182.9049,245.7479,0,U,29766,999,98138,.99438E-3,.1492E-4,0
FENGYUN 1C DEB,1999-025BH,2026-05-28T19:57:58.787424,14.05014600,.0325052,98.2111,106.7960,304.9265,81.0426,0,U,29767,999,97945,.17496E-2,.4487E-4,0
FENGYUN 1C DEB,1999-025BK,2026-05-28T02:19:05.780352,14.14347668,.00917053,99.0908,213.3375,22.6577,337.8604,0,U,29769,999,99032,.10418285E-2,.2028E-4,0
FENGYUN 1C DEB,1999-025BL,2026-05-29T04:33:19.894176,14.21142741,.0064557,98.8352,229.7642,151.7468,238.7197,0,U,29770,999,99464,.17331E-2,.3805E-4,0
FENGYUN 1C DEB,1999-025BN,2026-05-27T13:13:19.184736,14.03785942,.01362656,98.3796,348.9534,179.8651,239.8704,0,U,29772,999,98581,.79475284E-3,.132E-4,0
FENGYUN 1C DEB,1999-025BP,2026-05-28T22:48:25.721280,14.27911903,.0047809,99.0090,312.5142,165.7738,347.2460,0,U,29773,999,582,.27491E-3,.642E-5,0
FENGYUN 1C DEB,1999-025BQ,2026-05-28T19:36:06.005952,14.22887815,.0050556,99.0961,99.3706,7.1673,54.8566,0,U,29774,999,452,.17913E-3,.36E-5,0
FENGYUN 1C DEB,1999-025BS,2026-05-29T01:08:41.387136,14.07869138,.002433,98.7515,175.8661,156.6638,231.0036,0,U,29776,999,99434,.69291E-4,.75E-6,0
FENGYUN 1C DEB,1999-025BT,2026-05-29T03:00:01.968192,13.92167039,.0093989,99.2558,210.9648,117.4230,273.3219,0,U,29777,999,98370,.13035E-3,.129E-5,0
FENGYUN 1C DEB,1999-025BV,2026-05-29T00:05:24.824256,14.13604822,.0064105,98.6708,160.2412,48.7517,311.9154,0,U,29779,999,99775,.23809E-3,.416E-5,0
FENGYUN 1C DEB,1999-025BW,2026-05-28T15:33:26.525952,14.22240342,.0043565,99.2821,83.1104,19.6703,340.6141,0,U,29780,999,99450,.17782E-2,.3939E-4,0
FENGYUN 1C DEB,1999-025BX,2026-05-28T11:44:16.829088,14.05592303,.0073491,98.8186,143.0716,66.5588,97.3816,0,U,29781,999,98985,.48247E-3,.762E-5,0
FENGYUN 1C DEB,1999-025BY,2026-05-29T03:49:04.408320,14.12390147,.0055858,99.0847,210.0824,94.4948,290.8081,0,U,29782,999,99034,.13576E-2,.2495E-4,0
FENGYUN 1C DEB,1999-025CA,2026-05-28T13:47:13.013088,14.31015029,.0059368,98.9514,77.2307,169.6373,9.1050,0,U,29784,999,742,.37256E-3,.953E-5,0
FENGYUN 1C DEB,1999-025CC,2026-05-28T23:48:58.685760,14.09189282,.0077637,98.7239,166.0733,188.6748,201.4331,0,U,29786,999,99516,.19666E-3,.309E-5,0
FENGYUN 1C DEB,1999-025CE,2026-05-29T04:47:40.242048,14.27176793,.0041942,98.7708,226.2570,65.9126,319.7221,0,U,29788,999,99743,.15221E-2,.3708E-4,0
FENGYUN 1C DEB,1999-025CF,2026-05-28T11:27:09.654048,13.54712031,.0296225,99.4600,329.3414,217.4247,170.8445,0,U,29789,999,95245,.16756E-2,.1477E-4,0
FENGYUN 1C DEB,1999-025CG,2026-05-28T22:49:26.698080,14.32573623,.0077211,99.1502,157.1883,52.6380,308.1802,0,U,29790,999,920,.32846E-3,.873E-5,0
FENGYUN 1C DEB,1999-025CH,2026-05-29T00:22:19.499808,14.60622229,.0036839,99.0300,169.3531,272.3277,117.6640,0,U,29791,999,1286,.13299E-2,.6479E-4,0
FENGYUN 1C DEB,1999-025CJ,2026-05-28T16:32:37.425120,14.15892653,.0046368,98.7390,201.1635,276.6226,82.9671,0,U,29792,999,99301,.85775E-3,.1662E-4,0
FENGYUN 1C DEB,1999-025CK,2026-05-27T23:28:33.167424,14.01720234,.01415056,98.3688,317.9396,228.8196,264.4613,0,U,29793,999,98477,.99121422E-3,.1602E-4,0
FENGYUN 1C DEB,1999-025CL,2026-05-28T22:00:57.127104,14.09448541,.0154463,98.2204,297.8915,280.0790,233.3705,0,U,29794,999,99202,.52296E-3,.98E-5,0
FENGYUN 1C DEB,1999-025CM,2026-05-28T20:09:00.733248,13.92988102,.0112046,98.8927,276.4641,177.6443,334.6017,0,U,29795,999,98391,.95276E-4,.88E-6,0
FENGYUN 1C DEB,1999-025CN,2026-05-29T02:56:40.220736,14.12753939,.0053502,98.8438,204.0438,152.9749,238.5464,0,U,29796,999,99424,.74198E-3,.1353E-4,0
FENGYUN 1C DEB,1999-025CQ,2026-05-28T03:10:58.515744,14.00233725,.01082764,99.2847,219.5861,178.1030,241.8393,0,U,29798,999,98253,.1554963E-2,.2371E-4,0
FENGYUN 1C DEB,1999-025CS,2026-05-28T12:11:34.891872,13.99534576,.0133815,98.2801,159.2851,117.5013,33.6639,0,U,29800,999,97908,.1536E-2,.2384E-4,0
FENGYUN 1C DEB,1999-025CT,2026-05-28T16:21:34.152192,14.36066201,.0104357,98.7866,58.0161,134.2523,294.2559,0,U,29801,999,1336,.1423E-3,.393E-5,0
FENGYUN 1C DEB,1999-025CU,2026-05-28T06:55:36.359328,14.67464481,.0035509,98.6256,270.4148,180.0151,210.3654,0,U,29802,999,910,.32302E-2,.18455E-3,0
FENGYUN 1C DEB,1999-025CW,2026-05-28T22:49:42.563712,14.04368223,.0097861,98.8018,157.1018,192.7261,196.7483,0,U,29804,999,99241,.26697E-3,.401E-5,0
FENGYUN 1C DEB,1999-025CX,2026-05-29T02:53:14.993088,13.72712826,.0189012,99.4268,203.0340,153.8453,207.2393,0,U,29805,999,96999,.16778E-3,.132E-5,0
FENGYUN 1C DEB,1999-025CY,2026-05-29T00:27:37.928736,14.12324542,.0029741,98.7021,165.0555,134.9418,280.1607,0,U,29806,999,99500,.43364E-3,.759E-5,0
FENGYUN 1C DEB,1999-025CZ,2026-05-28T23:29:04.973856,14.08804066,.0079033,98.7545,153.8185,218.2012,141.3541,0,U,29807,999,99449,.13525E-3,.197E-5,0
FENGYUN 1C DEB,1999-025DB,2026-05-28T21:03:03.523104,14.46960094,.0114848,98.8816,125.3395,208.2419,213.9762,0,U,29809,999,1884,.15873E-3,.572E-5,0
FENGYUN 1C DEB,1999-025DC,2026-05-29T02:16:53.233248,14.29367069,.0065343,99.1809,200.0406,255.3689,133.7659,0,U,29810,999,765,.26311E-3,.637E-5,0
FENGYUN 1C DEB,1999-025DE,2026-05-27T11:39:06.052608,14.02613412,.01419331,98.3557,327.6552,218.7083,199.3605,0,U,29812,999,98495,.92842366E-3,.1525E-4,0
FENGYUN 1C DEB,1999-025DF,2026-05-28T08:14:26.422368,14.09499773,.0013648,98.7133,167.9832,112.1832,264.3558,0,U,29813,999,99607,.14384E-3,.209E-5,0
FENGYUN 1C DEB,1999-025DH,2026-05-28T23:43:56.426592,14.65191472,.0178168,98.0499,159.0367,328.1994,30.8547,0,U,29815,999,2299,.67301E-3,.4521E-4,0
FENGYUN 1C DEB,1999-025DJ,2026-05-29T04:59:49.762176,14.45926260,.0234441,98.9757,24.0592,38.3909,79.7338,0,U,29816,999,605,.15685E-2,.7799E-4,0
FENGYUN 1C DEB,1999-025DK,2026-05-28T23:04:46.501248,14.14481966,.0010578,98.5711,136.3360,250.9985,169.6882,0,U,29817,999,99759,.32923E-3,.589E-5,0
FENGYUN 1C DEB,1999-025DL,2026-05-29T03:07:57.124128,14.04622687,.0113329,98.7000,24.7546,275.5092,238.1431,0,U,29818,999,99159,.13518E-3,.186E-5,0
FENGYUN 1C DEB,1999-025DM,2026-05-28T22:18:41.982048,14.02394928,.0189848,98.7502,131.0160,319.7194,92.9729,0,U,29819,999,98963,.27644E-3,.454E-5,0
FENGYUN 1C DEB,1999-025DN,2026-05-29T00:25:41.539296,14.02870914,.0073503,98.8303,156.0719,130.7606,253.0110,0,U,29820,999,98905,.65893E-3,.1003E-4,0
FENGYUN 1C DEB,1999-025DP,2026-05-28T16:46:02.253216,14.11889355,.0372072,98.8477,207.0139,7.5059,109.2948,0,U,29821,999,98866,.66657E-3,.2296E-4,0
FENGYUN 1C DEB,1999-025DV,2026-05-28T22:59:07.941120,14.21933847,.0025078,98.6134,141.1301,192.7938,222.3587,0,U,29827,999,229,.27765E-3,.572E-5,0
FENGYUN 1C DEB,1999-025DW,2026-05-29T02:41:48.664320,14.08616794,.0061755,98.7509,194.7851,45.7447,340.1467,0,U,29828,999,99093,.81578E-3,.1385E-4,0
FENGYUN 1C DEB,1999-025EA,2026-05-28T21:44:53.939040,14.56917795,.0193181,98.8353,275.2180,133.0410,228.7149,0,U,29832,999,2689,.22901E-3,.1264E-4,0
FENGYUN 1C DEB,1999-025EB,2026-05-28T13:35:05.399808,14.95222738,.0084664,99.0797,161.5586,82.7264,278.3567,0,U,29833,999,3061,.13485E-2,.15882E-3,0
FENGYUN 1C DEB,1999-025ED,2026-05-28T21:47:44.053728,14.43511549,.0165888,99.0499,292.5266,261.1033,222.0219,0,U,29835,999,1904,.84572E-4,.278E-5,0
FENGYUN 1C DEB,1999-025EE,2026-05-29T05:17:14.242272,14.54906147,.0153646,98.1858,246.6602,45.0481,345.8442,0,U,29836,999,65990,.34907E-3,.1706E-4,0
FENGYUN 1C DEB,1999-025EK,2026-05-28T20:58:34.691232,14.47031668,.0198925,98.8405,108.2101,191.4766,225.0838,0,U,29841,999,1737,.17511E-3,.757E-5,0
FENGYUN 1C DEB,1999-025EL,2026-05-28T12:10:37.053984,14.62206826,.0104458,98.5635,246.8834,10.4448,50.5322,0,U,29842,999,1783,.84915E-3,.457E-4,0
FENGYUN 1C DEB,1999-025EM,2026-05-29T00:40:31.180224,14.28849298,.0191905,99.0270,358.4182,165.7373,352.0186,0,U,29843,999,660,.17029E-3,.472E-5,0
FENGYUN 1C DEB,1999-025EN,2026-05-28T05:27:13.694976,14.32502922,.0168248,98.9298,59.6174,41.3163,320.0608,0,U,29844,999,725,.57569E-3,.1775E-4,0
FENGYUN 1C DEB,1999-025EP,2026-05-28T23:29:00.164832,14.26864566,.0076934,98.5250,150.0190,3.4343,50.6461,0,U,29845,999,493,.41191E-3,.988E-5,0
FENGYUN 1C DEB,1999-025EQ,2026-05-29T01:58:06.166848,14.19193380,.0084806,98.6285,191.7943,180.7070,207.9026,0,U,29846,999,231,.14159E-3,.265E-5,0
FENGYUN 1C DEB,1999-025ER,2026-05-28T22:51:02.265120,14.03120617,.0083464,98.9099,146.3371,293.1342,94.9803,0,U,29847,999,99080,.74406E-4,.75E-6,0
FENGYUN 1C DEB,1999-025ES,2026-05-29T02:03:26.599392,14.21430615,.0115545,98.2366,9.6193,164.2797,350.5373,0,U,29848,999,99494,.11475E-2,.2645E-4,0
FENGYUN 1C DEB,1999-025ET,2026-05-29T04:39:55.371168,14.05470180,.0078736,99.0025,237.3947,296.9784,91.8940,0,U,29849,999,98722,.93063E-3,.1509E-4,0
FENGYUN 1C DEB,1999-025EU,2026-05-28T06:20:42.063936,14.00455821,.0104186,98.1207,61.4273,174.6928,349.5770,0,U,29850,999,98350,.78277E-3,.118E-4,0
FENGYUN 1C DEB,1999-025EV,2026-05-29T01:43:42.490848,13.83732769,.0143008,99.5571,197.9803,145.6607,245.6368,0,U,29851,999,97681,.3101E-3,.326E-5,0
FENGYUN 1C DEB,1999-025EW,2026-05-29T00:38:21.378048,14.08160499,.0134827,99.3612,170.0281,48.0588,340.9121,0,U,29852,999,98338,.20166E-2,.3693E-4,0
FENGYUN 1C DEB,1999-025EX,2026-05-28T06:02:58.874784,13.94337334,.0160761,98.4681,260.9844,119.9473,241.7762,0,U,29853,999,97989,.11755E-2,.1703E-4,0
FENGYUN 1C DEB,1999-025EY,2026-05-28T22:28:17.874336,13.83487846,.0145392,98.9501,306.8362,320.5816,193.4545,0,U,29854,999,97655,.28556E-3,.299E-5,0
FENGYUN 1C DEB,1999-025EZ,2026-05-28T18:37:56.740224,14.02836488,.0177144,98.1862,78.6278,292.1330,122.4197,0,U,29855,999,98053,.15452E-2,.2708E-4,0
FENGYUN 1C DEB,1999-025FA,2026-05-29T05:26:38.549184,14.53891209,.0245115,98.6869,253.8846,149.1562,271.0078,0,U,29856,999,98804,.43893E-2,.27609E-3,0
FENGYUN 1C DEB,1999-025FB,2026-05-28T12:02:53.143008,13.82483481,.0190917,98.4258,143.3099,198.5620,160.8507,0,U,29857,999,97079,.12402E-2,.1507E-4,0
FENGYUN 1C DEB,1999-025FC,2026-05-28T05:30:27.854784,13.78274845,.01944794,99.2134,250.0345,343.7153,46.6267,0,U,29858,999,96847,.10221495E-2,.1143E-4,0
FENGYUN 1C DEB,1999-025FD,2026-05-28T23:16:33.102912,13.74804755,.0295298,98.3421,327.8272,120.6551,242.4066,0,U,29859,999,96277,.22932E-2,.2963E-4,0
FENGYUN 1C DEB,1999-025FE,2026-05-29T00:32:59.507808,13.78402345,.0217112,98.5988,172.5605,252.0898,134.9105,0,U,29860,999,96443,.2277E-2,.2703E-4,0
FENGYUN 1C DEB,1999-025FK,2026-05-28T19:23:17.661120,14.85096475,.0110335,98.9245,84.1573,332.5111,86.7909,0,U,29865,999,3236,.91782E-3,.8686E-4,0
FENGYUN 1C DEB,1999-025FL,2026-05-28T22:17:40.518816,14.65055068,.019404,98.0510,136.0670,47.6510,343.2143,0,U,29866,999,2774,.57392E-3,.401E-4,0
FENGYUN 1C DEB,1999-025FN,2026-05-29T02:02:43.269792,14.80707299,.0190373,97.9229,197.9225,180.5136,210.8974,0,U,29868,999,2770,.85144E-3,.8896E-4,0
FENGYUN 1C DEB,1999-025FP,2026-05-28T19:32:48.428160,14.37260536,.0085479,98.8872,89.4358,237.6351,177.5032,0,U,29869,999,1215,.24894E-3,.725E-5,0
FENGYUN 1C DEB,1999-025FQ,2026-05-28T20:17:10.827744,14.29046491,.0121145,98.4831,120.1054,61.1612,1.4861,0,U,29870,999,978,.74762E-4,.162E-5,0
FENGYUN 1C DEB,1999-025FR,2026-05-29T03:29:53.054016,14.43731695,.0056573,98.9897,116.3260,333.1342,89.3134,0,U,29871,999,1116,.90511E-3,.3087E-4,0
FENGYUN 1C DEB,1999-025FS,2026-05-28T23:58:23.547360,14.39703206,.0234333,98.3346,165.6589,169.9102,190.6913,0,U,29872,999,997,.39152E-3,.1642E-4,0
FENGYUN 1C DEB,1999-025FT,2026-05-29T01:29:42.769248,13.98318758,.0093615,99.4254,18.8427,103.4010,60.7879,0,U,29873,999,98653,.5141E-4,.3E-6,0
FENGYUN 1C DEB,1999-025FU,2026-05-28T16:51:50.230080,14.31058266,.0096747,98.3739,44.3995,215.9857,201.8789,0,U,29874,999,99234,.1706E-2,.469E-4,0
FENGYUN 1C DEB,1999-025FV,2026-05-28T10:10:16.973184,14.24916713,.0081027,98.3763,197.5501,294.7049,80.7448,0,U,29875,999,689,.36902E-4,.47E-6,0
FENGYUN 1C DEB,1999-025FW,2026-05-28T01:42:58.408704,14.20404862,.00600201,98.3053,193.8436,250.9582,176.8296,0,U,29876,999,277,.12685011E-3,.236E-5,0
FENGYUN 1C DEB,1999-025FX,2026-05-28T23:01:24.924000,14.25168124,.004783,98.5361,154.7514,91.1308,327.4900,0,U,29877,999,350,.45727E-3,.1044E-4,0
FENGYUN 1C DEB,1999-025GA,2026-05-28T17:07:53.982336,13.94569596,.0231341,98.1920,53.6621,354.2203,58.3640,0,U,29880,999,97889,.11563E-2,.1892E-4,0
FENGYUN 1C DEB,1999-025GB,2026-05-28T20:29:05.773056,13.60217705,.0291925,98.7309,108.1848,357.0138,29.6523,0,U,29881,999,95506,.21103E-2,.2056E-4,0
FENGYUN 1C DEB,1999-025GE,2026-05-29T03:42:51.440256,14.40992547,.0043103,99.5834,207.7531,13.5919,9.9200,0,U,29884,999,960,.62669E-3,.1983E-4,0
FENGYUN 1C DEB,1999-025GF,2026-05-29T01:36:26.157024,14.13690121,.0119056,98.3681,78.3287,43.3523,22.8317,0,U,29885,999,99821,.16452E-3,.293E-5,0
FENGYUN 1C DEB,1999-025GH,2026-05-29T05:00:57.066912,14.34758839,.0283244,98.7060,237.3709,224.0605,191.6876,0,U,29887,999,374,.71107E-3,.3117E-4,0
FENGYUN 1C DEB,1999-025GJ,2026-05-29T00:24:46.957824,14.20382761,.0271845,99.1855,353.4298,269.5156,87.4868,0,U,29888,999,99878,.34267E-3,.1007E-4,0
FENGYUN 1C DEB,1999-025GK,2026-05-29T05:26:56.082336,14.13767630,.0152613,99.4964,281.7454,292.4879,186.8978,0,U,29889,999,99685,.23321E-3,.442E-5,0
FENGYUN 1C DEB,1999-025GL,2026-05-28T20:07:52.701024,14.24011747,.0013708,99.4830,288.0835,328.5989,31.4368,0,U,29890,999,99828,.96337E-3,.2164E-4,0
FENGYUN 1C DEB,1999-025GM,2026-05-28T12:48:12.417120,14.00196929,.0059923,98.7353,148.1341,158.4099,322.4777,0,U,29891,999,98822,.42552E-3,.597E-5,0
FENGYUN 1C DEB,1999-025GN,2026-05-29T00:13:16.887072,14.35874043,.0182958,99.1885,312.0335,171.6933,318.7393,0,U,29892,999,99047,.40547E-2,.14195E-3,0
FENGYUN 1C DEB,1999-025GP,2026-05-29T05:28:16.609728,13.79537062,.017382,98.5449,234.1526,60.5980,325.0195,0,U,29893,999,97449,.14143E-3,.126E-5,0
FENGYUN 1C DEB,1999-025GQ,2026-05-29T02:24:31.453056,13.81178798,.0166869,99.4632,208.9850,323.4884,64.6358,0,U,29894,999,97387,.42816E-3,.458E-5,0
FENGYUN 1C DEB,1999-025GR,2026-05-28T07:47:38.902848,14.10500802,.0295729,99.8946,278.2378,248.6828,137.5488,0,U,29895,999,97871,.19696E-2,.5223E-4,0
FENGYUN 1C DEB,1999-025GS,2026-05-28T15:23:07.391328,13.65550241,.024055,99.4082,40.6552,32.4441,27.6746,0,U,29896,999,96320,.55245E-3,.507E-5,0
FENGYUN 1C DEB,1999-025GT,2026-05-29T01:31:05.054016,13.57820981,.0299432,98.6180,358.1572,62.9231,87.6299,0,U,29897,999,95210,.18735E-2,.1773E-4,0
